"Year","Temp","Carryover","TDM"
1922,54,"3400",0.000207693466269565
1923,54,"3400",0.00321572329620417
1924,54,"3400",0.0234918128940817
1925,54,"3400",0
1926,54,"3400",9.63130123018431e-06
1927,54,"3400",1.71039138692148e-05
1928,54,"3400",8.92057820036907e-06
1929,54,"3400",0.000494935268586896
1930,54,"3400",0
1931,54,"3400",0.00191919581570275
1932,54,"3400",0
1933,54,"3400",0.000591341819235872
1934,54,"3400",0
1935,54,"3400",1.76356632303689e-05
1936,54,"3400",1.5469800124478e-05
1937,54,"3400",0
1938,54,"3400",9.69594834873737e-05
1939,54,"3400",0.00233024942336023
1940,54,"3400",6.08542636184189e-05
1941,54,"3400",7.86022380437282e-06
1942,54,"3400",0.00054556641581384
1943,54,"3400",0
1944,54,"3400",0.000833785298285427
1945,54,"3400",6.88573707947748e-05
1946,54,"3400",0.000112353385809624
1947,54,"3400",0.000129857318325948
1948,54,"3400",0.000204448357886929
1949,54,"3400",4.7597141433681e-06
1950,54,"3400",0.00410089829498642
1951,54,"3400",0.000103219486085154
1952,54,"3400",2.30533077091511e-05
1953,54,"3400",6.19817777444198e-06
1954,54,"3400",0
1955,54,"3400",0.00195246192395218
1956,54,"3400",0.000644947272654392
1957,54,"3400",0.00138491952470515
1958,54,"3400",0.00105938586151823
1959,54,"3400",3.45387062704329e-05
1960,54,"3400",0
1961,54,"3400",8.30592860589441e-05
1962,54,"3400",0.000264829726162372
1963,54,"3400",0.000330821965343439
1964,54,"3400",3.95245672939685e-06
1965,54,"3400",0.000536030525602524
1966,54,"3400",2.2520643606388e-05
1967,54,"3400",0.000941992864474893
1968,54,"3400",0.000130695225059125
1969,54,"3400",0.00126982391159596
1970,54,"3400",0.000234849522330771
1971,54,"3400",0.000102163658708238
1972,54,"3400",0.000281677694861464
1973,54,"3400",8.63631113026314e-06
1974,54,"3400",0.000250158151843121
1975,54,"3400",0
1976,54,"3400",0.0012749427196209
1977,54,"3400",0.542688533302231
1978,54,"3400",0.00136815003391581
1979,54,"3400",0.00606666527964173
1980,54,"3400",2.3501857258943e-05
1981,54,"3400",0.00301737448992832
1982,54,"3400",0.0203384021176232
1983,54,"3400",0.000143463458686635
1984,54,"3400",1.45987130912432e-05
1985,54,"3400",0.00136932409792562
1986,54,"3400",8.03782820359388e-05
1987,54,"3400",0
1988,54,"3400",0.0011751932094788
1989,54,"3400",0.00350902466636856
1990,54,"3400",0.00342533609247916
1991,54,"3400",0.0321057908417284
1992,54,"3400",0.00388682458097299
1993,54,"3400",0.0010980532317382
1994,54,"3400",0.000785192221924969
1995,54,"3400",0.00135335746062934
1996,54,"3400",0.000435724405525819
1997,54,"3400",3.06959715973919e-05
1998,54,"3400",0
1999,54,"3400",8.67437163495964e-05
2000,54,"3400",0.000118171761484554
2001,54,"3400",0.00622608229906935
2002,54,"3400",0.00117061638246805
1922,55,"3400",0.00823726082087809
1923,55,"3400",0.0262996206106307
1924,55,"3400",0.0395143709317736
1925,55,"3400",0.00552405961230693
1926,55,"3400",0.00794440955693398
1927,55,"3400",0.00666490964093615
1928,55,"3400",0.00097511151997491
1929,55,"3400",0.0108084032882018
1930,55,"3400",0.00120765243242225
1931,55,"3400",0.0917075662187183
1932,55,"3400",0.00527145016396873
1933,55,"3400",0.00910417090168365
1934,55,"3400",0.0106637620688236
1935,55,"3400",0.00314618036831298
1936,55,"3400",0.0033793992206182
1937,55,"3400",0.00628902190087098
1938,55,"3400",0.00867378440556769
1939,55,"3400",0.0202479300830811
1940,55,"3400",0.00153322381519494
1941,55,"3400",0.00517744717266196
1942,55,"3400",0.0176533360810538
1943,55,"3400",0.00950412781023632
1944,55,"3400",0.0162293055576071
1945,55,"3400",0.00362717965614461
1946,55,"3400",0.0057193425190431
1947,55,"3400",0.0143887439362262
1948,55,"3400",0.0278307722858275
1949,55,"3400",0.00385381060472758
1950,55,"3400",0.0265773467527727
1951,55,"3400",0.00374945638678089
1952,55,"3400",0.0251340395307635
1953,55,"3400",0.0100564535747621
1954,55,"3400",0.00212919738750394
1955,55,"3400",0.0253008264905108
1956,55,"3400",0.0247749010569933
1957,55,"3400",0.0172021503726787
1958,55,"3400",0.017903334015704
1959,55,"3400",0.0076852364864674
1960,55,"3400",0.00997964078018715
1961,55,"3400",0.00596563619966653
1962,55,"3400",0.0110948370509868
1963,55,"3400",0.00601718204916638
1964,55,"3400",0.00793817182256061
1965,55,"3400",0.00455054944268309
1966,55,"3400",0.00303043501210678
1967,55,"3400",0.0515754103309801
1968,55,"3400",0.00346820923520311
1969,55,"3400",0.0142698969698764
1970,55,"3400",0.00748099194620159
1971,55,"3400",0.0192237639245873
1972,55,"3400",0.00655599434935283
1973,55,"3400",0.00158137630445129
1974,55,"3400",0.0119076073978708
1975,55,"3400",0.00471546123582642
1976,55,"3400",0.0402041085591395
1977,55,"3400",0.20855900483621
1978,55,"3400",0.0166988272096457
1979,55,"3400",0.0383723947323196
1980,55,"3400",0.00348571755386566
1981,55,"3400",0.0306925014044457
1982,55,"3400",0.0803673698346797
1983,55,"3400",0.0319958616781636
1984,55,"3400",0.00191233855701758
1985,55,"3400",0.02353688466565
1986,55,"3400",0.0119777548958449
1987,55,"3400",0.00665901838485511
1988,55,"3400",0.0269210397698022
1989,55,"3400",0.0379580285519182
1990,55,"3400",0.044333877426129
1991,55,"3400",0.124884424858497
1992,55,"3400",0.0281380901006984
1993,55,"3400",0.0405287799187175
1994,55,"3400",0.0338856371051609
1995,55,"3400",0.0499310259923383
1996,55,"3400",0.0205499827701111
1997,55,"3400",0.00528313295446668
1998,55,"3400",0.00390934015329109
1999,55,"3400",0.0198158483550731
2000,55,"3400",0.00748445498983453
2001,55,"3400",0.038275264192073
2002,55,"3400",0.0223053208419405
